Pose_ID,RMSD(A),Shape_Diff(A),Feasible,Success(<=2.0A)
691,1.4577,0.0,True,True
692,1.4577,0.0,True,True
693,1.4577,0.0,True,True
694,1.4577,0.0,True,True
695,1.4577,0.0,True,True
696,1.4577,0.0,True,True
697,1.4577,0.0,True,True
698,1.4577,0.0,True,True
699,1.6368,0.0,True,True
700,1.4638,0.0,True,True
701,3.3412,0.0,True,False
702,1.6385,0.0,True,True
703,1.6385,0.0,True,True
704,1.569,0.0,True,True
705,2.27,0.0,True,False
706,2.8866,0.0,True,False
707,2.5242,0.0,True,False
708,2.5242,0.0,True,False
709,2.5242,0.0,True,False
710,1.7465,0.0,True,True
711,1.7465,0.0,True,True
712,2.3095,0.0,True,False
713,1.7465,0.0,True,True
714,1.7465,0.0,True,True
715,2.3095,0.0,True,False
716,1.7465,0.0,True,True
717,1.7465,0.0,True,True
718,1.7465,0.0,True,True
719,2.3095,0.0,True,False
720,1.7465,0.0,True,True
721,1.7465,0.0,True,True
722,1.7465,0.0,True,True
723,1.7465,0.0,True,True
724,1.7465,0.0,True,True
725,1.7465,0.0,True,True
726,1.7465,0.0,True,True
727,2.3095,0.0,True,False
728,1.7465,0.0,True,True
729,1.7465,0.0,True,True
730,1.7465,0.0,True,True
731,2.3095,0.0,True,False
732,1.7465,0.0,True,True
733,1.7465,0.0,True,True
734,1.7465,0.0,True,True
735,2.3095,0.0,True,False
736,1.7465,0.0,True,True
737,1.7465,0.0,True,True
738,1.7465,0.0,True,True
739,1.7465,0.0,True,True
740,1.7465,0.0,True,True
741,1.7465,0.0,True,True
742,3.3497,0.0,True,False
743,1.3918,0.0,True,True
744,1.4587,0.0,True,True
745,1.4004,0.0,True,True
746,1.4004,0.0,True,True
747,1.4431,0.0,True,True
748,1.4431,0.0,True,True
749,1.6748,0.0,True,True
750,1.6359,0.0,True,True
751,1.6359,0.0,True,True
752,1.5538,0.0,True,True
753,1.5538,0.0,True,True
754,1.5538,0.0,True,True
755,1.5538,0.0,True,True
756,1.5538,0.0,True,True
757,1.7535,0.0,True,True
758,1.7535,0.0,True,True
759,2.478,0.0,True,False
760,1.7535,0.0,True,True
761,1.7535,0.0,True,True
762,1.7535,0.0,True,True
763,1.7535,0.0,True,True
764,1.7535,0.0,True,True
765,1.7535,0.0,True,True
766,1.5729,0.0,True,True
767,1.5729,0.0,True,True
768,1.5729,0.0,True,True
769,1.7459,0.0,True,True
770,1.7459,0.0,True,True
771,1.7459,0.0,True,True
